 INFO | 2016-06-14 13:48:05,292 | Common.java | 75 | Startup activites...
 INFO | 2016-06-14 13:48:05,295 | Common.java | 75 | Test Output Directory creation successful :D:\Sreekanth Data\Workspace_Sreekanth\Swaut_Silk\TestResults\2016_06_14_01_48_05_PM
 INFO | 2016-06-14 13:48:05,295 | Common.java | 75 | Log File creation successful : LogFile.log
 INFO | 2016-06-14 13:48:05,445 | Common.java | 75 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-06-14 13:48:05,541 | Common.java | 75 | Getting value of TestDataFile from Test Configuration file : .\data\TestData.xls
 INFO | 2016-06-14 13:48:05,678 | Common.java | 75 | ##### Start of Test Case : Verify Login #####
 INFO | 2016-06-14 13:48:05,679 | Common.java | 75 | Test Case Name: TC_001
 INFO | 2016-06-14 13:48:05,680 | Common.java | 75 | Getting value of TestDataFile from Test Configuration file : .\data\TestData.xls
 INFO | 2016-06-14 13:48:05,722 | Common.java | 75 | Test Data Set Name: TC_001
 INFO | 2016-06-14 13:48:05,722 | Common.java | 75 | Execution Flag: Execute
 INFO | 2016-06-14 13:48:05,723 | Common.java | 75 | Test Data Set Name: TC_001_1
 INFO | 2016-06-14 13:48:05,723 | Common.java | 75 | Execution Flag: YES
 INFO | 2016-06-14 13:48:05,723 | Common.java | 75 | Test Data Set Name: TC_001_2
 INFO | 2016-06-14 13:48:05,723 | Common.java | 75 | Execution Flag: YES
 INFO | 2016-06-14 13:48:05,723 | Common.java | 75 | Test Data Set Name: 
 INFO | 2016-06-14 13:48:05,723 | Common.java | 75 | Execution Flag: 
 INFO | 2016-06-14 13:48:05,727 | Common.java | 75 | Open browser: No values passed retrieving default values...
 INFO | 2016-06-14 13:48:05,727 | Common.java | 75 | Getting value of AppBrowser from Test Configuration file : INTERNETEXPLORER
 INFO | 2016-06-14 13:48:05,728 | Common.java | 75 | Getting value of AppURL from Test Configuration file : http://newtours.demoaut.com/
 INFO | 2016-06-14 13:48:12,769 | Common.java | 75 | Successfully Maximised Browser Window
 INFO | 2016-06-14 13:48:12,783 | Common.java | 75 | Getting value of ElementLoadWaitTime from Test Configuration file : 40
 INFO | 2016-06-14 13:48:12,783 | Common.java | 75 | Getting value of TextLoadWaitTime from Test Configuration file : 40
 INFO | 2016-06-14 13:48:12,784 | Common.java | 75 | Getting value of PageLoadWaitTime from Test Configuration file : 40
 INFO | 2016-06-14 13:48:12,784 | Common.java | 75 | Getting value of ImplicitlyWaitTime from Test Configuration file : 40
 INFO | 2016-06-14 13:48:12,784 | Common.java | 75 | Element time out set
 INFO | 2016-06-14 13:48:12,784 | Common.java | 75 | Browser: Open Successful: internetexplorer
 INFO | 2016-06-14 13:48:12,869 | Common.java | 75 | Entered Username and password
ERROR | 2016-06-14 13:48:12,869 | Common.java | 90 | Invalid log Type :PASS. Unable to log the message.
